author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305738210/,Москва,sale,flat,18,79,2,71.8,48000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308760982/,Москва,sale,flat,5,24,1,39.1,19800000.0,Фили-Давыдково, Герасима Курина,18,Славянский бульвар,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/307196116/,Москва,sale,flat,2,19,2,62.8,25979481.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306652887/,Москва,sale,flat,9,68,2,92.0,110000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/306756745/,Москва,sale,flat,18,27,2,60.0,23000000.0,Лефортово, Крузенштерна,10к1,Авиамоторная,Символ
EraOneHolding,developer,https://www.cian.ru/sale/flat/306783471/,Москва,sale,flat,3,5,2,178.6,150400000.0,Арбат, Арбат,39,Смоленская,Artisan
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307435494/,Москва,sale,flat,6,17,1,43.4,19100000.0,Даниловский,набережная Марка Шагала,15к1,Технопарк,Shagal
ID 108109847,homeowner,https://www.cian.ru/sale/flat/308933767/,Москва,sale,flat,7,8,2,51.9,10100000.0,, Уточкина,8к2,Силикатная,
COLDY,developer,https://www.cian.ru/sale/flat/307965932/,Москва,sale,flat,2,15,1,30.8,26977720.0,Даниловский, Серпуховский Вал,7с16,Тульская,Дом 7 Даниловский
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307196427/,Москва,sale,flat,12,22,2,52.0,19900000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304952945/,Москва,sale,flat,11,20,1,44.0,22490000.0,Левобережный,,В3,Беломорская,Акватория ЖК
MR Group,developer,https://www.cian.ru/sale/flat/308416300/,Москва,sale,flat,8,9,2,42.8,29005560.0,Марьина роща,,,Марьина Роща,Мод ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305754536/,Москва,sale,flat,36,79,2,83.2,120000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
ID 12468212,homeowner,https://www.cian.ru/sale/flat/308182993/,Москва,sale,flat,2,17,2,63.0,19150000.0,, Радужная,8,Рассказовка,
Донстрой,developer,https://www.cian.ru/sale/flat/307641754/,Москва,sale,flat,13,21,1,37.7,19147830.0,Лефортово,,,Площадь Ильича,Символ ЖК
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297952059/,Москва,sale,flat,18,22,1,43.0,19200000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/306945307/,Москва,sale,flat,21,24,1,40.8,30000000.0,Хорошевский,Хорошевское шоссе,25Ак3,Полежаевская,Династия
Пионер,developer,https://www.cian.ru/sale/flat/308640077/,Москва,sale,flat,3,11,1,55.8,52675646.0,Даниловский,,,Павелецкая,Опус ЖК
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297558153/,Москва,sale,flat,18,22,1,43.0,19500000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308953364/,Москва,sale,flat,6,21,1,36.0,15500000.0,Ховрино,Левобережная ,4к9,Ховрино,
Tekta Group,developer,https://www.cian.ru/sale/flat/306869031/,Москва,sale,flat,16,34,1,31.2,15178800.0,Нагорный,,2,Нагорная,Твелв ЖК
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/308421883/,Москва,sale,flat,9,20,1,39.74,16802072.0,Даниловский,Автозаводская ,26,Тульская,FORST
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/308554158/,Москва,sale,flat,6,6,2,62.8,62000000.0,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом
Sminex,developer,https://www.cian.ru/sale/flat/308620473/,Москва,sale,flat,23,26,1,35.67,21910000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение
ID 15705636,homeowner,https://www.cian.ru/sale/flat/307810393/,Москва,sale,flat,9,9,2,60.0,20000000.0,Куркино,Ландышевая ,12,Химки,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/308898816/,Москва,sale,flat,2,20,2,60.0,21990000.0,Алтуфьевский,Бибиревская ,4А,Бибирево,Барбарис
MR Group,developer,https://www.cian.ru/sale/flat/306611541/,Москва,sale,flat,2,59,1,30.4,,Можайский,,,Давыдково,Веер ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304287538/,Москва,sale,flat,3,8,2,50.0,72000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Константин Краснюков,realtor,https://www.cian.ru/sale/flat/307874387/,Москва,sale,flat,5,33,2,44.9,30500000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
Трансстройинвест,developer,https://www.cian.ru/sale/flat/306658016/,Москва,sale,flat,11,23,2,44.1,21442875.0,Очаково-Матвеевское,Очаково мкр,,Озёрная,ОМ ЖК
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304194999/,Москва,sale,flat,4,10,2,88.0,74000000.0,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/308783142/,Москва,sale,flat,22,22,1,15.8,7890000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
КРОСТ,developer,https://www.cian.ru/sale/flat/305474557/,Москва,sale,flat,22,28,2,47.9,22081900.0,Хорошево-Мневники, Генерала Глаголева,,Народное Ополчение,CRYSTAL Трилогия
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304491113/,Москва,sale,flat,11,13,2,81.9,43500000.0,Раменки,Винницкая ,8к2,Раменки,Настоящее
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/304027788/,Москва,sale,flat,4,5,2,41.0,18950000.0,Мещанский,Трифоновская ,55,Рижская,
Ташир,developer,https://www.cian.ru/sale/flat/308353694/,Москва,sale,flat,3,21,2,48.1,15680600.0,Очаково-Матвеевское,Аминьевское шоссе,6,Давыдково,West Tower (Апартаменты бизнес-класса)
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/273273999/,Москва,sale,flat,16,46,2,59.1,23500000.0,Обручевский, Академика Волгина,2С1,Калужская,Архитектор
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308958428/,Москва,sale,flat,12,17,2,53.6,21900000.0,Нагатино-Садовники,Нагатинский бульвар,12,Коломенская,
Regions Development,developer,https://www.cian.ru/sale/flat/308071116/,Москва,sale,flat,2,15,2,40.94,18629584.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303071841/,Москва,sale,flat,19,32,1,32.2,25000000.0,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306592550/,Москва,sale,flat,4,29,1,57.9,33900000.0,Филевский парк,Береговой проезд,3,Фили,Береговой
MR Group,developer,https://www.cian.ru/sale/flat/306603296/,Москва,sale,flat,7,36,1,40.9,30348986.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/281250233/,Москва,sale,flat,7,21,2,62.0,30000000.0,Свиблово,Сельскохозяйственная ,38к1,Ботанический сад,LIFE-Ботанический сад
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308956626/,Москва,sale,flat,12,12,2,38.7,18990000.0,Пресненский,Шелепихинское шоссе,17К3,Шелепиха,
Основа,developer,https://www.cian.ru/sale/flat/301158827/,Москва,sale,flat,7,28,2,41.3,17106460.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306837240/,Москва,sale,flat,5,6,2,94.0,99000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
МГСН-Проспект Мира,real_estate_agent,https://www.cian.ru/sale/flat/307306069/,Москва,sale,flat,31,37,2,61.0,35490000.0,Обручевский,,3,Калужская,Эвер ЖК
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551563/,Москва,sale,flat,14,34,2,59.1,23468610.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/308605254/,Москва,sale,flat,13,41,1,43.0,23900000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
MONEYARD,real_estate_agent,https://www.cian.ru/sale/flat/307614447/,Москва,sale,flat,11,18,2,47.52,12600000.0,Крюково,проспект Георгиевский,37к1,Зеленоград — Крюково,Жемчужина Зеленограда
Основа,developer,https://www.cian.ru/sale/flat/304303445/,Москва,sale,flat,3,5,2,38.1,17430750.0,Марфино,Ботаническая ,29К1,Владыкино,VERY
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/302534155/,Москва,sale,flat,2,8,2,77.2,110000000.0,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303149151/,Москва,sale,flat,9,10,2,90.0,79990000.0,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
Пионер,developer,https://www.cian.ru/sale/flat/305778449/,Москва,sale,flat,3,26,1,23.9,22602971.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307680453/,Москва,sale,flat,7,36,2,84.3,57000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307950468/,Москва,sale,flat,4,13,1,43.6,37500000.0,Пресненский, Сергея Макеева,9к1,Улица 1905 года,RedSide
Имена,developer,https://www.cian.ru/sale/flat/292406291/,Москва,sale,flat,2,14,2,50.8,42316400.0,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/304963966/,Москва,sale,flat,3,12,2,65.6,82000000.0,Раменки,Мосфильмовская ,1к5,Ломоносовский проспект,Вишневый сад
Основа,developer,https://www.cian.ru/sale/flat/286347121/,Москва,sale,flat,2,29,2,45.7,14788520.0,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
КОРТРОС,developer,https://www.cian.ru/sale/flat/305005720/,Москва,sale,flat,20,49,1,40.62,18197760.0,Марьина роща,,,Марьина Роща,Тэйт ЖК
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/298907222/,Москва,sale,flat,1,12,2,54.8,14200000.0,Новогиреево,Новогиреевская ,50/9,Перово,
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/308525819/,Москва,sale,flat,22,22,1,19.4,8380000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,
РКС Девелопмент,developer,https://www.cian.ru/sale/flat/301447803/,Москва,sale,flat,2,16,2,55.54,22582564.0,Даниловский,Автозаводская ,24К1,Тульская,Дом на набережной INSIDER
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520504/,Москва,sale,flat,2,21,2,116.0,140000000.0,Пресненский, Костикова,4к3,Улица 1905 года,Lucky
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308112517/,Москва,sale,flat,10,17,1,41.0,9700000.0,,,20,Бачуринская,
Sense Development,developer,https://www.cian.ru/sale/flat/298147602/,Москва,sale,flat,7,13,1,58.8,37642247.0,Даниловский, Даниловский Вал,1А,Тульская,Logos
Екатерина Сухий,realtor,https://www.cian.ru/sale/flat/308360046/,Москва,sale,flat,4,9,2,43.1,29500000.0,Аэропорт,Ленинградский проспект,54/1,Аэропорт,
